Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q30.MainCashCrop,Q30.Other.Text,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q37.CauseOfLoss.O1,Q37.CauseOfLoss.O2,Q37.CauseOfLoss.O3,Q37.CauseOfLoss.O4,Q37.CauseOfLoss.Other.Text,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q21.Income.Other.O6.Text.Tags
83,24579988,0.04128497,35.11383265,1,2,3,4,5,-2,,1,2,,100,100,0,5,,,,,,25000,25,15000,1,4,5000,2,4,,,,,,,,,,,,,,,,,,,,,1,4,13,-2,-2,1,,,3,,,,,,,,,2,,,,,,,,
84,24579989,0.03723505,35.11307945,1,2,3,4,5,-2,,1,2,,100,0,0,5,,,,,,50000,25,20000,1,4,30000,2,4,0,0,0,0,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,2,,,,,,,,,,,,,,3,,,
85,24579990,0.03713917,35.11142244,1,2,3,4,5,-2,,4,2,,100,0,0,5,,,,,,200000,25,90000,1,4,10000,1,4,150000,0,0,150000,,,,,,,,,,,,,,,,,1,4,6,18,-2,1,,,3,,4,,,,,,,,,,,,2,,,
86,24579991,0.03699437,35.11097083,6,-1,-1,-1,-1,-2,wages,5,2,,100,0,0,5,,,,,,75000,25,40000,1,4,3000,1,4,0,0,0,0,,,,,,,,,,,,,,,,,1,6,13,-2,-2,2,,,,,3,,,,,,,1,,,,,,,,
87,24579992,0.046107173,35.1159364,1,2,3,4,5,-2,,2,2,,100,0,0,1,1,-2,-2,-2,,50000,25,18000,1,4,3000,2,4,0,1,30000,30000,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,2,,,,,,,,,,,,,,2,,,
88,24580001,0.089381933,35.21787107,1,2,3,4,5,6,"wages, developments, daily expenses",3,2,,100,0,0,5,,,,,,250000,25,120000,1,4,10000,2,4,90000,1,10000,100000,,,,,,,,,,,,,,,,,1,4,6,18,-2,1,,,3,,4,,,,,,,,,,,,2,,,
89,24580002,0.086764097,35.21421254,1,2,3,4,5,6,"wages, animal feeds,expanding farming,community group contribution,church contribution among others",5,2,,100,0,0,5,,,,,,300000,25,124000,1,2,70000,1,2,240000,0,0,240000,,,,,,,,,1800,0,0,1800,1,donkey,ksh.0,ksh.0,1,8,12,13,18,1,,,,,,,3,,,,5,4,,,,,2,,,
90,24580003,0.09991765,35.10944009,1,2,3,4,5,6,"farming, wages",5,2,,100,0,0,5,,,,,,450000,25,190000,1,2,10000,1,4,15000,0,0,15000,,,,,,,,,0,0,0,0,2,-1,-1,-1,1,4,12,18,19,1,,,5,,,,,,,,3,,,,,,2,4,,
91,24580004,0.140966177,35.10211229,1,2,3,4,5,6,"wages,animal feeds",4,2,,100,0,0,5,,,,,,175000,25,90000,1,2,30000,2,4,360000,2,25,410000,,,,,,,,,40000,30,500,45000,1,rabbits,ksh.0,ksh.0,1,3,4,18,19,1,,5,4,,,,,,,,,,,,,,2,3,,
92,24580005,0.049336553,35.23608863,1,2,3,4,5,6,"wages,animals feed, church contribution,develop farm",4,2,,100,0,0,5,,,,,,125000,25,80000,1,4,50000,2,4,18000,1,40000,58000,,,,,,,,,10000,3,300,10900,2,,,,1,4,6,8,18,1,,,4,,3,,5,,,,,,,,,,2,,,
93,24580006,0.068836212,35.26787281,1,2,3,4,5,6,"wages,animal feeds,",4,2,,100,0,0,1,4,-2,-2,-2,high fertility it was animal shed initially,125000,25,70000,1,4,30000,1,2,135000,0,0,135000,,,,,,,,,,,,,,,,,1,12,18,-2,-2,2,,,,,,,,,,,3,,,,,,1,,,
94,24580007,0.080857873,35.15684009,1,2,3,4,5,6,"wages,",4,2,,100,0,0,5,,,,,,150000,25,80000,2,4,40000,2,4,36000,0,0,0,,,,,,,,,0,0,0,0,,,,,1,4,6,18,-2,1,,,3,,4,,,,,,,,,,,,2,,,
95,24580095,0.10853539,35.08434917,1,2,3,4,-2,-2,,4,2,,100,0,0,1,1,-2,-2,-2,,15000,30,50000,1,2,,,,,0,0,0,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,150000,,,,,,,,,,,,,,,,,,,,
96,24580096,0.15089209,35.21180403,1,2,-2,-2,-2,-2,,2,2,,100,0,0,5,,,,,,240000,30,72000,1,2,7000,1,2,,1,30000,30000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,240000,,,,,,30000,,,,,,,,,,,,,,
97,24580097,0.14949458,35.20802602,1,2,-2,-2,-2,-2,,2,2,,100,0,0,1,1,-2,-2,-2,,90000,30,30000,1,2,10000,2,4,0,0,,0,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,90000,,,,,,,,,,,,,,,,,,,,
98,24580098,0.14947231,35.2093846,1,2,3,6,-2,-2,loans,5,2,,100,0,0,5,,,,,,900000,30,250000,1,2,15000,2,4,100000,0,0,100000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,900000,,,,,,100000,,,,,,,,,,,,,,
99,24580099,0.16213924,35.19632818,1,2,3,4,5,-1,,4,2,,100,0,0,5,,,,,,500000,25,246000,1,4,10000,2,4,36000,0,0,36000,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,3,,,,,,,,,,,,,,2,,,
100,24580100,0.16281313,35.19844247,1,2,3,4,-2,-2,,1,2,,100,0,0,5,,,,,,60000,30,20000,1,2,1000,1,3,30000,0,0,30000,,,,,,,,,,,,,,,,,1,4,6,-2,-2,1,,,2,,3,,,,,,,,,,,,,,,
101,24580101,0.17185302,35.22603446,1,2,3,4,-2,-2,,2,2,,100,0,0,5,,,,,,120000,30,60000,1,2,,,,,0,0,0,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
102,24580102,0.167949,35.23038072,1,2,3,4,-2,-2,,1,2,,100,0,0,5,,,,,,90000,30,41000,1,1,5000,1,2,75600,0,0,75600,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
103,24580103,0.13807114,35.1803549,1,2,3,4,-2,-2,,1,2,,100,0,0,5,,,,,,12000,30,2800,2,4,1200,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
104,24580104,0.13953747,35.17636558,1,2,3,4,5,-1,,5,2,,100,0,0,5,,,,,,270000,30,90000,2,4,12000,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
105,24580105,0.13945687,35.17493746,1,2,3,4,5,-1,,5,2,,100,0,0,5,,,,,,60000,30,27000,2,4,1200,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
106,24580110,0.14028359,35.19222897,1,2,3,4,5,6,development,5,2,,100,0,0,5,,,,,,900000,30,280000,1,2,1300,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
107,24580111,0.150166154,35.1937902,1,2,3,4,-2,-2,,5,2,,100,0,0,1,1,-2,-2,-2,,450000,30,148000,1,2,3000,2,4,19800,1,53000,72800,,,,,,,,,,,,,,,,,1,7,-1,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
108,24580112,0.14886048,35.1905798,1,2,4,-2,-2,-2,,2,2,,100,0,1,5,,,,,,150000,30,65000,1,2,7000,2,5,,0,0,0,,,,,,,,,,,,,,,,,1,4,7,-2,-2,1,,,2,,,3,,,,,,,,,,,,,,
109,24580113,0.068804026,35.26732564,1,2,4,-2,-2,-2,,5,2,,100,0,0,5,,,,,,600000,30,200000,1,2,3000,2,4,45000,0,0,45000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
110,24580114,0.06991446,35.261693,1,2,3,4,-2,-2,,5,2,,100,0,1,5,,,,,,120000,30,40000,1,2,7000,2,5,105000,0,0,105000,,,,,,,,,,,,,,,,,1,3,7,-2,-2,1,,3,,,,2,,,,,,,,,,,,,,
111,24580115,0.069855452,35.26518524,2,6,-2,-2,-2,-2,pluckers salary,5,2,,100,0,0,5,,,,,,420000,30,158000,1,2,3000,2,4,20000,1,35000,55000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
112,24580116,0.052812696,35.23760676,1,2,3,6,-2,-2,pay plucker,1,2,,100,0,0,5,,,,,,270000,30,90000,1,2,15000,2,4,80000,1,12000,92000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
113,24580117,0.050135851,35.23623347,1,2,3,4,-2,-2,,5,2,,100,0,0,5,,,,,,600000,30,200000,1,2,16000,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
114,24580118,0.10372916,35.15450298,1,2,3,4,-2,-2,,1,2,,100,0,0,5,,,,,,30000,30,15000,1,2,500,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
115,24580119,0.10623058,35.15060285,1,2,3,4,-2,-2,,3,2,,100,0,0,1,1,-2,-2,-2,,270000,30,90000,1,2,0,2,5,,0,0,0,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
116,24580120,0.079382658,35.16230643,1,-2,-2,-2,-2,-2,,1,2,,100,0,0,5,,,,,,30000,30,10000,1,2,1200,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
117,24580125,0.078594089,35.16143739,1,2,3,4,-2,-2,,1,2,,100,0,0,5,,,,,,60000,30,20000,1,2,4000,2,5,,0,0,0,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
118,24580126,0.07853508,35.16214013,1,2,-2,-2,-2,-2,,2,2,,100,0,0,1,1,-2,-2,-2,,60000,30,20000,1,2,,,,,1,5000,5000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
119,24580127,0.07851208,35.16203846,1,3,4,-2,-2,-2,,2,2,,100,0,0,1,1,-2,-2,-2,,30000,30,30000,1,2,1200,2,5,,0,0,0,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
120,24580128,0.077435374,35.1661849,1,3,-2,-2,-2,-2,,2,2,,100,0,0,1,1,-2,-2,-2,,60000,30,23000,1,4,1000,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
121,24580129,0.086329579,35.21669626,1,2,3,4,5,6,"wages,saving,animal feeds",5,2,,100,0,0,5,,,,,,250000,25,100000,1,4,10000,2,4,54000,0,0,54000,,,,,,,,,21000,0,0,21000,,,,,1,18,19,20,-2,1,,,,,,,,,,,,,,,,,2,3,vegatables,
122,24580130,0.08240124,35.22382158,1,2,3,4,5,6,"wages,animal feeds",4,2,,100,0,0,5,,,,,,125000,25,50000,1,4,35000,2,4,0,0,0,0,,,,,,,,,,,,,,,,,1,4,18,-1,-2,1,,,3,,,,,,,,,,,,,,2,,,
123,24580131,0.07578994,35.22126861,1,2,3,4,5,6,"animal feeds,transport",3,2,,100,0,0,5,,,,,,100000,25,45000,1,4,20000,2,4,0,0,0,0,,,,,,,,,3000,4,400,4600,,,,,1,4,6,18,19,1,,,3,,5,,,,,,,,,,,,4,2,,
124,24580132,0.074994564,35.21308065,1,2,3,4,5,6,"wages, monthly expenses such zuku,animal feeds, assist the needy in the society",4,2,,100,0,0,5,,,,,,100000,25,50000,1,4,50000,2,4,0,2,30000,60000,,,,,,,,,,,,,,,,,1,4,13,18,-2,1,,,4,,,,,,,,,1,,,,,3,,,
125,24580133,0.044674873,35.11391401,1,2,3,4,5,-2,,3,2,,100,100,0,5,,,,,,280000,20,153400,1,2,5000,2,5,0,0,0,0,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
126,24580134,0.045742393,35.1142627,1,2,3,4,-2,-2,,5,2,,100,100,0,5,,,,,,200000,20,135000,1,2,4000,2,5,0,0,0,0,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
127,24580135,0.04396677,35.11408031,1,2,3,4,-2,-2,,5,2,,100,100,0,5,,,,,,84000,20,50000,2,4,3000,2,4,40000,1,35000,75000,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
128,24580141,0.040329695,35.09630263,1,2,3,4,-2,-2,,4,2,,100,100,1,5,,,,,,120000,20,102000,2,4,10000,1,4,32400,0,0,32400,,,,,,,,,,,,,,,,,1,3,4,18,-2,1,,2,4,,,,,,,,,,,,,,3,,,
129,24580142,,,1,2,3,4,6,-1,paying pluckers,5,2,,100,0,0,5,,,,,,600000,30,200000,1,2,2000,2,5,12000,0,0,12000,,,,,,,,,,,,,,,,,1,3,4,6,7,1,,4,3,,2,2,,,,,,,,,,,,,,
130,24580143,,,2,5,-2,-2,-2,-2,,5,2,,100,0,0,5,,,,,,270000,30,85400,1,4,6000,2,5,36000,0,0,36000,,,,,,,,,50000,50,400,50000,,,,,1,6,7,12,19,1,,,,,4,2,,,,,5,,,,,,,3,,
131,24580592,0.1258593,35.09924471,1,2,3,4,5,-2,,4,2,,100,100,0,5,,,,,,150000,26,127000,2,4,2000,2,2,,,,,,,,,,,,,,,,,,,,,1,3,4,-2,-2,1,,2,3,,,,,,,,,,,,,,,,,
132,24580593,0.15020362,35.21514112,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,210000,25,120000,2,2,,,,6480,0,0,,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
133,24580594,0.11381538,35.08826881,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,600000,25,400000,2,2,,,,27000,0,0,,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
134,24580595,0.15168695,35.21535442,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,210000,25,100000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
135,24580596,0.16133325,35.19323937,1,2,3,4,5,-2,,2,2,,100,100,0,1,,,,,,60000,29,30000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
136,24580597,0.16082825,35.19326285,1,2,3,4,5,-2,,1,2,,100,100,0,5,,,,,,34800,29,23000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
137,24580598,0.17192076,35.22745396,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,360000,29,40800,2,2,20000,2,4,1800,0,0,10000,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
138,24580599,0.17224896,35.22948738,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,160000,29,1000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
139,24580600,0.13812771,35.18124651,1,2,3,4,5,-2,,1,2,,100,100,0,5,,,,,,18000,29,10000,2,4,,,,10800,0,0,0,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
140,24580601,0.138943791,35.17519176,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,240000,29,70000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
141,24580602,0.14463719,35.18969508,1,2,3,4,5,-2,,4,2,,100,0,0,5,,,,,,150000,25,80000,2,4,5000,2,4,24000,2,60000,144000,,,,,,,,,50000,0,0,50000,,,,,1,4,18,19,-2,1,,,4,,,,,,,,,,,,,,2,3,,
142,24580904,0.150230527,35.19346833,1,2,3,4,5,-2,,4,2,,100,0,0,5,,,,,,1000000,25,600000,1,4,,,,20000,3,20000,80000,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
143,24580905,0.154221654,35.19263685,1,2,3,4,5,6,development,3,2,,100,0,0,5,,,,,,300000,25,150000,2,4,4000,2,4,45000,1,16000,61000,,,,,,,,,,,,,,,,,1,4,18,-2,-2,1,,,3,,,,,,,,,,,,,,2,,,
144,24580906,,,1,2,3,4,5,-2,,5,2,,100,100,0,1,1,2,3,-2,,863000,29,500076,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
145,24580907,,,1,2,3,4,5,-2,,5,2,,100,100,0,1,2,3,-2,-2,,573000,29,300000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
146,24580908,,,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,270000,27,203000,2,2,67000,2,2,,,,,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
147,24580909,,,1,2,3,4,5,-2,,4,2,,100,100,0,5,,,,,,108000,25,21000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
148,24580910,,,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,210000,25,50000,2,3,,,,36000,0,0,40000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
149,24580911,0.10432517,35.15395241,1,2,3,4,5,-2,,2,2,,100,100,0,2,1,3,-2,-2,,37000,25,10000,2,2,6000,2,2,,,,,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
150,24580912,0.105383992,35.15416861,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,180000,26,50000,2,2,,,,108000,0,0,108000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
151,24580913,0.105383992,35.15416861,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,180000,25,60000,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
152,24580914,0.105383992,35.15416861,1,2,3,4,5,-2,,5,2,,100,100,0,1,1,2,3,-2,,300000,26,86000,2,2,6000,2,2,14000,0,0,17000,,,,,,,,,,,,,,,,,1,4,7,-2,-2,1,,,3,,,2,,,,,,,,,,,,,,
153,24580917,0.105383992,35.15416861,1,2,3,4,5,-2,,3,2,,100,100,0,5,,,,,,90000,25,20000,2,4,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
154,24580918,,,1,4,-1,-1,-2,-2,,1,2,,100,0,0,1,1,-2,-2,-2,,9000,30,3000,1,4,3000,1,2,0,0,0,0,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
155,24580919,0.05021944,35.08840798,1,2,3,4,-2,-2,,1,2,,100,0,0,1,1,-2,-2,-2,,9000,30,5000,1,4,1000,2,5,,,,,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
156,24580920,0.04948572,35.08856404,1,2,3,4,-2,-2,,4,2,,100,0,0,5,,,,,,210000,30,80000,1,2,7000,2,4,,0,0,0,,,,,,,,,,,,,,,,,1,4,7,-2,-2,1,,,2,,,3,,,,,,,,,,,,,,
157,24580921,0.05008846,35.08765293,1,2,3,4,-2,-2,,2,2,,100,0,0,5,,,,,,120000,30,40000,1,2,2000,2,5,40000,2,20000,40000,,,,,,,,,,,,,,,,,1,4,7,-2,-2,1,,,3,,,2,,,,,,,,,,,,,,
158,24580922,0.05585797,35.09039481,1,2,3,4,-2,-2,,3,2,,100,0,0,5,,,,,,330000,30,120000,1,3,1000,1,3,15000,0,0,15000,,,,,,,,,,,,,1,chicken,family use only,0,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
159,24580923,0.05448891,35.09402499,1,2,3,4,-2,-2,,3,2,,100,0,0,1,1,-2,-2,-2,,90000,30,40000,1,4,5000,2,5,30000,1,40000,70000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
160,24580924,0.05789827,35.09659662,1,2,3,4,5,-2,,4,2,,100,0,0,5,,,,,,150000,30,55000,1,4,2000,2,5,0,1,15000,15000,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
161,24581156,,,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,40000,20,44000,2,4,10000,2,5,0,1,25000,25000,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
162,24581157,,,1,2,3,4,-2,-2,,4,2,,100,100,0,5,,,,,,14400,20,4800,1,2,6000,2,5,,,,,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
163,24581158,,,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,220000,20,112000,1,2,13000,2,5,60000,1,60000,120000,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
164,24581159,,,1,2,3,4,5,-2,,2,2,,100,100,0,5,,,,,,100000,20,25000,1,2,3000,2,5,0,0,0,0,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
165,24581160,,,1,3,4,5,-2,-2,,5,2,,100,100,0,5,,,,,,360000,20,138000,1,2,,,,0,2,30000,60000,,,,,,,,,,,,,,,,,1,18,20,-1,-1,1,,,,,,,,,,,,,,,,,2,,Tomatoes,
166,24581161,,,1,2,3,4,5,-2,,5,2,,100,100,1,5,,,,,,360000,20,40000,1,3,,,,60000,0,0,60000,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
167,24581162,,,1,2,3,4,5,-2,,4,2,,100,100,0,5,,,,,,160000,20,80000,1,2,4000,2,5,84240,1,30000,114240,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
168,24581163,,,1,2,3,4,-2,-2,,2,2,,100,100,0,5,,,,,,56000,20,14000,1,3,,,,0,2,30000,60000,,,,,,,,,,,,,,,,,1,18,-2,-2,-2,1,,,,,,,,,,,,,,,,,2,,,
169,24581164,,,2,3,4,-2,-2,-2,,5,2,,100,100,0,5,,,,,,215080,20,130000,1,2,2000,2,5,0,1,32000,32000,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
170,24581165,,,1,2,3,4,-2,-2,,3,2,,100,100,0,5,,,,,,10000,20,15000,2,4,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
171,24581166,,,1,2,3,4,-2,-2,,1,2,,100,100,0,5,,,,,,14000,20,9500,1,3,2000,2,5,0,0,0,0,,,,,,,,,,,,,,,,,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
172,24581168,,,1,2,3,4,-2,-2,,1,2,,100,100,0,5,,,,,,10000,20,6000,2,2,3000,1,2,0,1,24000,24000,,,,,,,,,,,,,,,,,1,3,4,18,-2,1,,3,2,,,,,,,,,,,,,,2,,,
173,24581169,,,1,2,3,4,5,-2,,5,2,,100,100,0,5,,,,,,180000,20,90000,1,2,5000,2,5,28800,0,28800,28800,,,,,,,,,7000,5,5,2500,,,,,1,18,19,-2,-2,1,,,,,,,,,,,,,,,,,2,3,,
174,24581345,0.10459662,35.18014849,1,2,3,-2,-2,-2,,2,2,,150,5,5,1,1,3,-2,-2,,32400,18,8000,1,2,12000,1,2,6000,0,0,3500,,,,,,,,,1500,10,100,7750,,,,,1,3,4,6,7,1,,4,2,,5,3,,,,,,,,,,,,,,
175,24581346,0.1046537,35.17995178,1,2,5,-2,-2,-2,,3,2,,75,15,7,1,1,-2,-2,-2,,12960000,18,8000000,1,2,5000,1,2,12000,0,0,12000,,,,,,,,,5500,10,100,5500,,,,,1,7,13,18,19,1,,,,,,2,,,,,,3,,,,,4,5,,
176,24581347,0.1506023,35.15629059,1,2,-2,-2,-2,-2,,2,2,,60,40,0,1,1,-2,-2,-2,,11400,27,6500,1,2,4000,1,2,15000,0,0,15000,,,,,,,,,1200,3,100,1200,,,,,1,14,18,20,-2,1,,,,,,,,,,,,,2,,,,4,,SALE OF VEGETABLES,
177,24581348,0.16484507,35.11761404,1,2,-2,-2,-2,-2,,4,2,,3600,0,0,5,,,,,,97200,27,20000,1,2,5000,1,2,97200,0,0,97200,,,,,,,,,46000,30,100,64000,,,,,1,6,18,19,-2,1,,,,,2,,,,,,,,,,,,2,3,,
178,24581349,,,1,2,6,-2,-2,-2,BUYING ANOTHER LAND,5,2,,85,0,15,5,,,,,,108000,20,10000,1,4,2000,1,4,15000,1,40000,15000,,,,,,,,,700,1,100,1000,,,,,1,-1,-1,-2,-2,1,,,,,,,,,,,,,,,,,,,,
